_input,_num,_widgetName,_source,_resultNumber,_pageUrl,column_1_number,column_2,column_3,column_4_number,column_4,column_5_number,column_6,column_7
webpage/url:http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football|,695,RostersTake1,RostersTake1,12,http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football,39,Sean Burke,LB,5; 11,5'11",229,So,Lansdale PA
webpage/url:http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football|,765,RostersTake1,RostersTake1,12,http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football,14,Kyle Bolin,QB,6; 3,6'3",196,Fr,Lexington KY
webpage/url:http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football|,882,RostersTake1,RostersTake1,12,http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football,80,Anthony Autry,WR,6; 2,6'2",175,So,Norcross GA
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football|,1002,RostersTake1,RostersTake1,12,http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football,38,Garrett Bradbury,TE,6; 4,6'4",250,Fr,Charlotte NC
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football|,1118,RostersTake1,RostersTake1,12,http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football,65,Ross Burbank,G,6; 4,6'4",290,Jr,Virginia Beach VA
webpage/url:http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football|,1219,RostersTake1,RostersTake1,12,http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football,23,Tyler Boyd,WR,6; 2,6'2",190,So,Clairton PA
webpage/url:http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football|,1314,RostersTake1,RostersTake1,12,http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football,4,Tyler Cameron,QB,6; 3,6'3",220,So,Jupiter FL
webpage/url:http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football|,1405,RostersTake1,RostersTake1,12,http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football,31,Clay Cleveland,FB,6; 1,6'1",230,Sr,Boxford MA
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football|,13,RostersTake1,RostersTake1,13,http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football,95,Thomas Blakey,K,6; 2,6'2",195,Fr,Fairview NC
webpage/url:http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football|,146,RostersTake1,RostersTake1,13,http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football,71,Casey Blaser,T,6; 5,6'5",285,So,Charlotte NC
webpage/url:http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football|,257,RostersTake1,RostersTake1,13,http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football,11,Travis Blanks,S,6; 0,6'0",200,Jr,Tallahassee FL
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football|,375,RostersTake1,RostersTake1,13,http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football,15,Joel Caleb,RB,6; 2,6'2",205,So,Midlothian VA
webpage/url:http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football|,478,RostersTake1,RostersTake1,13,http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football,27,Ricky Carroll,P,6; 3,6'3",198,Sr,Mission Viejo CA
webpage/url:http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football|,594,RostersTake1,RostersTake1,13,http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football,93,Brad Bentz,DL,6; 2,6'2",250,Jr,Wellington FL
webpage/url:http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football|,696,RostersTake1,RostersTake1,13,http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football,32,Charlie Callinan,WR,6; 4,6'4",216,Fr,Westfield NJ
webpage/url:http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football|,766,RostersTake1,RostersTake1,13,http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football,7,Reggie Bonnafon,QB,6; 3,6'3",205,Fr,Louisville KY
webpage/url:http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football|,883,RostersTake1,RostersTake1,13,http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football,8,Myles Autry,RB,5; 11,5'11",170,Fr,Norcross GA
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football|,1003,RostersTake1,RostersTake1,13,http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football,12,Jacoby Brissett,QB,6; 4,6'4",236,Jr,West Palm Beach FL
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football|,1119,RostersTake1,RostersTake1,13,http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football,89,Rob Burns,TE,6; 7,6'7",250,Jr,Ashburn VA
webpage/url:http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football|,1220,RostersTake1,RostersTake1,13,http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football,4,Bam Bradley,LB,6; 2,6'2",230,So,Dayton OH
webpage/url:http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football|,1315,RostersTake1,RostersTake1,13,http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football,67,Taylor Chambers,T,6; 8,6'8",300,Fr,Columbia SC
webpage/url:http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football|,1406,RostersTake1,RostersTake1,13,http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football,55,Marcus Coleman,DT,6; 1,6'1",266,So,Voorhees NY
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football|,14,RostersTake1,RostersTake1,14,http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football,24,Ayden Bonilla,DB,6; 1,6'1",200,Fr,Woodstock GA
webpage/url:http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football|,147,RostersTake1,RostersTake1,14,http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football,12,Parker Boehme,QB,6; 2,6'2",220,Fr,Jacksonville Beach FL
webpage/url:http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football|,258,RostersTake1,RostersTake1,14,http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football,10,Ben Boulware,LB,5; 11,5'11",230,So,Anderson SC
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football|,376,RostersTake1,RostersTake1,14,http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football,,Kyle Chung,OL,6; 3,6'3",281,So,Ponte Verda Beach FL
webpage/url:http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football|,479,RostersTake1,RostersTake1,14,http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football,6,Jamal Carter,S,6; 1,6'1",207,So,Homestead FL
webpage/url:http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football|,595,RostersTake1,RostersTake1,14,http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football,30,Colin Blake,DB,6; 3,6'3",200,Fr,San Antonio TX
webpage/url:http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football|,697,RostersTake1,RostersTake1,14,http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football,61,A.J. Caruso,LB,6; 1,6'1",219,So,West Allenhurst NJ
webpage/url:http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football|,767,RostersTake1,RostersTake1,14,http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football,15,Hunter Bowles,TE,6; 6,6'6",265,So,Glasgow KY
webpage/url:http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football|,884,RostersTake1,RostersTake1,14,http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football,13,Bennett Barton,WR,6; 1,6'1",190,Fr,Roswell GA
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football|,1004,RostersTake1,RostersTake1,14,http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football,31,NaQuan Brown,WR,6; 3,6'3",193,Sr,Charlotte NC
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football|,1120,RostersTake1,RostersTake1,14,http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football,60,Jeb Byrne,LS,6; 3,6'3",210,So,McLean VA
webpage/url:http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football|,1221,RostersTake1,RostersTake1,14,http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football,20,Dennis Briggs,RB,5; 10,5'10",195,Fr,Wilkinsburg PA
webpage/url:http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football|,1316,RostersTake1,RostersTake1,14,http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football,54,Britt Cherry,LB,6; 1,6'1",225,Jr,Apex NC
webpage/url:http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football|,1407,RostersTake1,RostersTake1,14,http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football,6,Corey Cooper,WR,6; 0,6'0",186,Fr,Raleigh NC
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football|,15,RostersTake1,RostersTake1,15,http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football,43,Jackson Boyer,WR,6; 2,6'2",205,Fr,Chapel Hill NC
webpage/url:http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football|,148,RostersTake1,RostersTake1,15,http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football,7,Anthony Boone,QB,6; 0,6'0",225,Sr,Monroe NC
webpage/url:http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football|,259,RostersTake1,RostersTake1,15,http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football,24,Zac Brooks,RB,6; 1,6'1",190,Jr,Jonesboro AR
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football|,377,RostersTake1,RostersTake1,15,http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football,19,Chuck Clark,S,6; 0,6'0",208,So,Suffolk VA
webpage/url:http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football|,480,RostersTake1,RostersTake1,15,http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football,45,Isai Cetoute,TE,6; 3,6'3",245,Jr,Miami FL
webpage/url:http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football|,596,RostersTake1,RostersTake1,15,http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football,42,Lamarcus Brutus,DB,6; 0,6'0",202,So,Port St. Lucie FL
webpage/url:http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football|,698,RostersTake1,RostersTake1,15,http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football,72,Jim Cashman,OL,6; 7,6'7",298,So,Haddonfield NJ
webpage/url:http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football|,768,RostersTake1,RostersTake1,15,http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football,56,Chandler Bridges,OL,6; 3,6'3",285,Fr,Flowery Branch GA
webpage/url:http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football|,885,RostersTake1,RostersTake1,15,http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football,7,B.J. Bostic,RB,5; 11,5'11",173,Sr,Louisville GA
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football|,1005,RostersTake1,RostersTake1,15,http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football,89,Benson Browne,TE,6; 5,6'5",267,Jr,Cincinnati OH
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football|,1121,RostersTake1,RostersTake1,15,http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football,26,Anthony Calloway,RB,5; 8,5'8",150,Fr,Lynchburg VA
webpage/url:http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football|,1222,RostersTake1,RostersTake1,15,http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football,30,Mike Caprara,LB,6; 0,6'0",225,So,Turtle Creek PA
webpage/url:http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football|,1317,RostersTake1,RostersTake1,15,http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football,48,Brandon Chubb,LB,6; 1,6'1",240,Jr,Marietta GA
webpage/url:http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football|,1408,RostersTake1,RostersTake1,15,http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football,82,Alvin Cornelius,WR,6; 1,6'1",187,So,Staten Island NY
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football|,16,RostersTake1,RostersTake1,16,http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football,31,Blake Bozymski,P,6; 1,6'1",180,Fr,Winston-Salem NC
webpage/url:http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football|,149,RostersTake1,RostersTake1,16,http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football,31,Breon Borders,CB,6; 0,6'0",175,So,Statesville NC
webpage/url:http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football|,260,RostersTake1,RostersTake1,16,http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football,49,Beau Brown,S,6; 0,6'0",195,Jr,Beaufort SC
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football|,378,RostersTake1,RostersTake1,16,http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football,40,Deon Clarke,LB,6; 2,6'2",221,So,Richmond VA
webpage/url:http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football|,481,RostersTake1,RostersTake1,16,http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football,71,Anthony Chickillo,DL,6; 4,6'4",277,Sr,Tampa FL
webpage/url:http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football|,597,RostersTake1,RostersTake1,16,http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football,95,Keith Bryant,DT,6; 2,6'2",308,Fr,Delray Beach FL
webpage/url:http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football|,699,RostersTake1,RostersTake1,16,http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football,57,Jack Cottrell,DL,6; 4,6'4",239,Fr,Eden Prairie MN
webpage/url:http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football|,769,RostersTake1,RostersTake1,16,http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football,36,Luke Brohm,FB,6; 1,6'1",200,Jr,Louisville KY
webpage/url:http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football|,886,RostersTake1,RostersTake1,16,http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football,39,Ryan Braswell,RB,5; 11,5'11",205,Fr,Atlanta GA
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football|,1006,RostersTake1,RostersTake1,16,http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football,62,RC Brunstetter,LS,6; 3,6'3",229,Fr,Mocksville NC
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football|,1122,RostersTake1,RostersTake1,16,http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football,26,Maurice Canady,CB,6; 2,6'2",185,Jr,Richmond VA
webpage/url:http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football|,1223,RostersTake1,RostersTake1,16,http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football,80,Zach Challingsworth,WR,6; 2,6'2",190,Fr,McDonald PA
webpage/url:http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football|,1318,RostersTake1,RostersTake1,16,http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football,88,Jared Crump,WR,6; 3,6'3",190,So,St. John's FL
webpage/url:http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football|,1409,RostersTake1,RostersTake1,16,http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football,52,Eric Crume,NT,6; 0,6'0",305,Sr,Detroit MI
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football|,17,RostersTake1,RostersTake1,17,http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football,74,Devonte Brown,DT,6; 3,6'3",280,Jr,Fayetteville NC
webpage/url:http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football|,150,RostersTake1,RostersTake1,17,http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football,30,Jared Boyd,CB,5; 9,5'9",170,Jr,Stone Mountain GA
webpage/url:http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football|,261,RostersTake1,RostersTake1,17,http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football,51,Jim Brown,LS,6; 4,6'4",235,Jr,Walterboro SC
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football|,379,RostersTake1,RostersTake1,17,http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football,93,Kalvin Cline,TE,6; 4,6'4",243,So,Boca Raton FL
webpage/url:http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football|,482,RostersTake1,RostersTake1,17,http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football,41,Wyatt Chickillo,DB,6; 0,6'0",210,Fr,Miami FL
webpage/url:http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football|,598,RostersTake1,RostersTake1,17,http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football,45,Will Burnham,RB,6; 0,6'0",178,Jr,Lithia FL
webpage/url:http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football|,700,RostersTake1,RostersTake1,17,http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football,18,Dan Crimmins,WR,6; 5,6'5",223,Jr,Closter NJ
webpage/url:http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football|,770,RostersTake1,RostersTake1,17,http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football,7,Jamaine Brooks,DT,6; 4,6'4",330,Sr,Miami FL
webpage/url:http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football|,887,RostersTake1,RostersTake1,17,http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football,78,Trey Braun,OL,6; 5,6'5",292,Jr,Tallahassee FL
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football|,1007,RostersTake1,RostersTake1,17,http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football,65,Joey Buccola,T,6; 1,6'1",303,Sr,Raleigh NC
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football|,1123,RostersTake1,RostersTake1,17,http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football,95,Tyrell Chavis,DT,6; 3,6'3",290,Fr,Richmond VA
webpage/url:http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football|,1224,RostersTake1,RostersTake1,17,http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football,68,T.J. Clemmings,OL,6; 6,6'6",315,Sr,Teaneck NJ
webpage/url:http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football|,1319,RostersTake1,RostersTake1,17,http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football,29,Deonte Davis,CB,5; 10,5'10",170,So,Snellville GA
webpage/url:http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football|,1410,RostersTake1,RostersTake1,17,http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football,35,Dyshawn Davis,LB,6; 2,6'2",220,Sr,Woodbury NJ
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football|,18,RostersTake1,RostersTake1,18,http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football,42,Charles Brunson,RB,6; 0,6'0",200,So,Winston-Salem NC
webpage/url:http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football|,151,RostersTake1,RostersTake1,18,http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football,76,Gabe Brandner,T,6; 6,6'6",275,Fr,Blythewood SC
webpage/url:http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football|,262,RostersTake1,RostersTake1,18,http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football,47,Marcus Bullard,LB,6; 2,6'2",205,Jr,Columbia SC
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football|,380,RostersTake1,RostersTake1,18,http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football,4,J.C. Coleman,RB,5; 7,5'7",191,Jr,Chesapeake VA
