_input,_num,_widgetName,_source,_resultNumber,_pageUrl,column_1_number,column_2,column_3,column_4_number,column_4,column_5_number,column_6,column_7
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football|,1,RostersTake1,RostersTake1,1,http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football,,Roster,Roster,,Roster,,Roster,Roster
webpage/url:http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football|,134,RostersTake1,RostersTake1,1,http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football,,Roster,Roster,,Roster,,Roster,Roster
webpage/url:http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football|,245,RostersTake1,RostersTake1,1,http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football,,Roster,Roster,,Roster,,Roster,Roster
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football|,363,RostersTake1,RostersTake1,1,http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football,,Roster,Roster,,Roster,,Roster,Roster
webpage/url:http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football|,466,RostersTake1,RostersTake1,1,http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football,,Roster,Roster,,Roster,,Roster,Roster
webpage/url:http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football|,582,RostersTake1,RostersTake1,1,http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football,,Roster,Roster,,Roster,,Roster,Roster
webpage/url:http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football|,684,RostersTake1,RostersTake1,1,http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football,,Roster,Roster,,Roster,,Roster,Roster
webpage/url:http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football|,754,RostersTake1,RostersTake1,1,http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football,,Roster,Roster,,Roster,,Roster,Roster
webpage/url:http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football|,871,RostersTake1,RostersTake1,1,http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football,,Roster,Roster,,Roster,,Roster,Roster
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football|,991,RostersTake1,RostersTake1,1,http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football,,Roster,Roster,,Roster,,Roster,Roster
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football|,1107,RostersTake1,RostersTake1,1,http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football,,Roster,Roster,,Roster,,Roster,Roster
webpage/url:http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football|,1208,RostersTake1,RostersTake1,1,http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football,,Roster,Roster,,Roster,,Roster,Roster
webpage/url:http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football|,1303,RostersTake1,RostersTake1,1,http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football,,Roster,Roster,,Roster,,Roster,Roster
webpage/url:http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football|,1394,RostersTake1,RostersTake1,1,http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football,,Roster,Roster,,Roster,,Roster,Roster
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football|,2,RostersTake1,RostersTake1,2,http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football,,Player,Pos.,,Ht.,,Class,Hometown
webpage/url:http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football|,135,RostersTake1,RostersTake1,2,http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football,,Player,Pos.,,Ht.,,Class,Hometown
webpage/url:http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football|,246,RostersTake1,RostersTake1,2,http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football,,Player,Pos.,,Ht.,,Class,Hometown
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football|,364,RostersTake1,RostersTake1,2,http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football,,Player,Pos.,,Ht.,,Class,Hometown
webpage/url:http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football|,467,RostersTake1,RostersTake1,2,http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football,,Player,Pos.,,Ht.,,Class,Hometown
webpage/url:http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football|,583,RostersTake1,RostersTake1,2,http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football,,Player,Pos.,,Ht.,,Class,Hometown
webpage/url:http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football|,685,RostersTake1,RostersTake1,2,http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football,,Player,Pos.,,Ht.,,Class,Hometown
webpage/url:http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football|,755,RostersTake1,RostersTake1,2,http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football,,Player,Pos.,,Ht.,,Class,Hometown
webpage/url:http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football|,872,RostersTake1,RostersTake1,2,http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football,,Player,Pos.,,Ht.,,Class,Hometown
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football|,992,RostersTake1,RostersTake1,2,http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football,,Player,Pos.,,Ht.,,Class,Hometown
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football|,1108,RostersTake1,RostersTake1,2,http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football,,Player,Pos.,,Ht.,,Class,Hometown
webpage/url:http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football|,1209,RostersTake1,RostersTake1,2,http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football,,Player,Pos.,,Ht.,,Class,Hometown
webpage/url:http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football|,1304,RostersTake1,RostersTake1,2,http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football,,Player,Pos.,,Ht.,,Class,Hometown
webpage/url:http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football|,1395,RostersTake1,RostersTake1,2,http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football,,Player,Pos.,,Ht.,,Class,Hometown
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football|,3,RostersTake1,RostersTake1,3,http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football,86,Tyler Alberts,TE,6; 7,6'7",235,So,Clemmons NC
webpage/url:http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football|,136,RostersTake1,RostersTake1,3,http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football,34,Eric Adams,RB,5; 8,5'8",175,Sr,Gulf Breeze FL
webpage/url:http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football|,247,RostersTake1,RostersTake1,3,http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football,53,Martin Aiken,DE,6; 2,6'2",230,So,Smoaks SC
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football|,365,RostersTake1,RostersTake1,3,http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football,87,Dewayne Alford,DE,6; 2,6'2",243,So,Suffolk VA
webpage/url:http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football|,468,RostersTake1,RostersTake1,3,http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football,47,Raphael Akpejiori,TE,6; 9,6'9",241,Sr,Lagos
webpage/url:http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football|,584,RostersTake1,RostersTake1,3,http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football,40,Danny Adams,LS,5; 9,5'9",195,Jr,Ft. Lauderdale FL
webpage/url:http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football|,686,RostersTake1,RostersTake1,3,http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football,45,Mehdi Abdesmad,DL,6; 7,6'7",290,Sr,Montreal PQ
webpage/url:http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football|,756,RostersTake1,RostersTake1,3,http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football,71,Chris Acosta,OL,6; 3,6'3",275,Sr,Miami FL
webpage/url:http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football|,873,RostersTake1,RostersTake1,3,http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football,90,Justin Akins,DL,6; 4,6'4",240,Fr,Jenkinsburg GA
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football|,993,RostersTake1,RostersTake1,3,http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football,50,Tony Adams,C,6; 2,6'2",317,Fr,Charlotte NC
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football|,1109,RostersTake1,RostersTake1,3,http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football,66,George Adeosun,G,6; 6,6'6",295,Fr,Alpharetta GA
webpage/url:http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football|,1210,RostersTake1,RostersTake1,3,http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football,25,Pat Amara,DB,6; 2,6'2",190,Fr,Philadelphia PA
webpage/url:http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football|,1305,RostersTake1,RostersTake1,3,http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football,35,Zachary Allen,LB,6; 2,6'2",240,Sr,Pahokee FL
webpage/url:http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football|,1396,RostersTake1,RostersTake1,3,http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football,53,Lucas Albrecht,DT,6; 2,6'2",258,Sr,Hudson Falls NY
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football|,4,RostersTake1,RostersTake1,4,http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football,31,Cameron Albright,DB,6; 1,6'1",210,Fr,Kennesaw GA
webpage/url:http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football|,137,RostersTake1,RostersTake1,4,http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football,23,Joseph Ajeigbe,RB,5; 9,5'9",210,Fr,Riverside CA
webpage/url:http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football|,248,RostersTake1,RostersTake1,4,http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football,2,Mackensie Alexander,CB,5; 11,5'11",185,Fr,Immokalee FL
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football|,366,RostersTake1,RostersTake1,4,http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football,,Erikk Banks,CB,5; 9,5'9",171,Fr,Coeburn VA
webpage/url:http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football|,469,RostersTake1,RostersTake1,4,http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football,34,Thurston Armbrister,LB,6; 3,6'3",233,Sr,Hollywood FL
webpage/url:http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football|,585,RostersTake1,RostersTake1,4,http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football,19,Roberto Aguayo,K,6; 1,6'1",209,Fr,Mascotte FL
webpage/url:http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football|,687,RostersTake1,RostersTake1,4,http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football,81,Louie Addazio,TE,6; 3,6'3",248,Jr,Gainesville FL
webpage/url:http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football|,757,RostersTake1,RostersTake1,4,http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football,59,Aaron Ahner,DT,6; 3,6'3",252,Jr,Okinawa
webpage/url:http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football|,874,RostersTake1,RostersTake1,4,http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football,59,Chase Alford,LB,6; 1,6'1",220,So,Conyers GA
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football|,994,RostersTake1,RostersTake1,4,http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football,54,Davion Allred,DE,6; 0,6'0",219,Fr,Raleigh NC
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football|,1110,RostersTake1,RostersTake1,4,http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football,79,Jack Babcock,DT,6; 3,6'3",265,Fr,Glen Allen VA
webpage/url:http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football|,1211,RostersTake1,RostersTake1,4,http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football,11,Trey Anderson,QB,6; 0,6'0",195,Jr,Pearland TX
webpage/url:http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football|,1306,RostersTake1,RostersTake1,4,http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football,62,Reid Althoff,G,6; 4,6'4",240,Fr,Sarasota FL
webpage/url:http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football|,1397,RostersTake1,RostersTake1,4,http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football,34,Adonis Ameen-Moore,RB,5; 11,5'11",241,Sr,Denver CO
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football|,5,RostersTake1,RostersTake1,5,http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football,49,Eric Albright,TE,6; 6,6'6",225,Jr,Raleigh NC
webpage/url:http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football|,138,RostersTake1,RostersTake1,5,http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football,86,Terrence Alls,WR,6; 1,6'1",180,Fr,Miami Gardens FL
webpage/url:http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football|,249,RostersTake1,RostersTake1,5,http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football,76,Shaq Anthony,T,6; 4,6'4",280,Jr,Williamston SC
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football|,367,RostersTake1,RostersTake1,5,http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football,60,Woody Baron,DT,6; 1,6'1",264,So,Nashville TN
webpage/url:http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football|,470,RostersTake1,RostersTake1,5,http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football,48,Josh Bacon,K,5; 11,5'11",182,Fr,Melville NY
webpage/url:http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football|,586,RostersTake1,RostersTake1,5,http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football,58,Ryan Alicea,LB,6; 1,6'1",213,Fr,Wellington FL
webpage/url:http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football|,688,RostersTake1,RostersTake1,5,http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football,21,Manuel Asprilla,DB,5; 11,5'11",178,Sr,Everett MA
webpage/url:http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football|,758,RostersTake1,RostersTake1,5,http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football,64,Gabe Ahner,DT,6; 3,6'3",267,So,Okinawa
webpage/url:http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football|,875,RostersTake1,RostersTake1,5,http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football,24,Marcus Allen,LB,6; 2,6'2",205,So,Hilliard FL
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football|,995,RostersTake1,RostersTake1,5,http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football,15,Johnathan Alston,WR,6; 3,6'3",203,So,Bunn NC
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football|,1111,RostersTake1,RostersTake1,5,http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football,69,Phillip Berry,OL,6; 6,6'6",290,Fr,Raleigh NC
webpage/url:http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football|,1212,RostersTake1,RostersTake1,5,http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football,72,Carson Baker,OL,6; 5,6'5",330,Fr,Fairborn OH
webpage/url:http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football|,1307,RostersTake1,RostersTake1,5,http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football,70,Ryan Anderson,OL,6; 6,6'6",275,Fr,Raleigh NC
webpage/url:http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football|,1398,RostersTake1,RostersTake1,5,http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football,41,Eric Anthony,S,5; 11,5'11",199,So,Baldwinsville NY
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football|,6,RostersTake1,RostersTake1,6,http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football,,Josh Allen,OL,6; 3,6'3",285,Fr,Jacksonville FL
webpage/url:http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football|,139,RostersTake1,RostersTake1,6,http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football,52,Marcus Aprahamian,G,6; 4,6'4",300,Jr,Brookfield WI
webpage/url:http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football|,250,RostersTake1,RostersTake1,6,http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football,42,Stephone Anthony,LB,6; 2,6'2",245,Sr,Polkton NC
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football|,368,RostersTake1,RostersTake1,6,http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football,55,Brent Benedict,OL,6; 5,6'5",302,Sr,Jacksonville FL
webpage/url:http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football|,471,RostersTake1,RostersTake1,6,http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football,24,Michael Badgley,K,5; 10,5'10",180,Fr,Summit NJ
webpage/url:http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football|,587,RostersTake1,RostersTake1,6,http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football,29,Nate Andrews,DB,5; 11,5'11",209,So,Fairhope AL
webpage/url:http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football|,689,RostersTake1,RostersTake1,6,http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football,77,Jon Baker,OL,6; 3,6'3",287,Fr,Millis MA
webpage/url:http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football|,759,RostersTake1,RostersTake1,6,http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football,40,Joshua Appleby,P,6; 3,6'3",219,Jr,Athens AL
webpage/url:http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football|,876,RostersTake1,RostersTake1,6,http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football,18,Zach Allen,DB,5; 9,5'9",175,So,Roswell GA
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football|,996,RostersTake1,RostersTake1,6,http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football,71,Alex Barr,G,6; 7,6'7",322,Jr,Fayetteville GA
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football|,1112,RostersTake1,RostersTake1,6,http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football,31,Blake Blaze,LS,6; 4,6'4",210,Sr,Barnstable MA
webpage/url:http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football|,1213,RostersTake1,RostersTake1,6,http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football,34,Isaac Bennett,RB,5; 11,5'11",210,Sr,Tulsa OK
webpage/url:http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football|,1308,RostersTake1,RostersTake1,6,http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football,32,Charles Argenzio,FB,6; 0,6'0",245,So,Richmond VA
webpage/url:http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football|,1399,RostersTake1,RostersTake1,6,http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football,5,Luke Arciniega,LB,6; 2,6'2",241,Sr,Sparks NV
